run_id,domain,variant,observation_protocol,repeat_index,seed,source_commit,raw_terminal_status,infrastructure_failure,causal_category,cp_terminal_kind,cp_terminal_stage,cp_terminal_summary,observation_success,object_estimation_success,initial_state_success,goal_state_success,pddl_valid,fd_invoked,symbolic_plan_found,symbolic_plan_nonempty,val_plan_valid,identity_attempted,identity_success,refinement_attempted,refinement_success,execution_projection_available,execution_attempted,execution_success,generated_goal_evaluated,hidden_benchmark_evaluated,first_plan_attempt_index,first_nonempty_plan_attempt_index,number_of_symbolic_plans_generated,number_of_nonempty_symbolic_plans,number_of_val_valid_plans,best_symbolic_plan_length,final_selected_plan_length,actual_task_success,ground_truth_feasible,raw_predicted_infeasible,generated_goal_satisfied,generated_goal_atoms_passed,generated_goal_atoms_total,generated_goal_atom_coverage,benchmark_requirements_passed,benchmark_requirements_total,benchmark_requirement_coverage,fm_calls,object_calls,init_calls,goal_calls,cp_calls,inspections,controller_actions,end_to_end_seconds,fm_latency_seconds,symbolic_planning_seconds,refinement_seconds,execution_seconds
living_room__I1_NO_LEFT_PERSONAL_TABLE__fixed_full_inspection__r04,living_room,I1_NO_LEFT_PERSONAL_TABLE,fixed_full_inspection,4,240199,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,18.516990091000025,17.61596094399988,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r00,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,0,240190,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,19.624577145000103,18.70667379199972,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r01,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,1,240191,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,25.003860939000106,24.02080673499995,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r02,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,2,240192,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,28.843380097999898,27.893509199000164,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r03,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,3,240193,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,21.42010990299991,20.526680214999942,,,0.0
living_room__I1_NO_LEFT_PERSONAL_TABLE__initial_observation_only__r04,living_room,I1_NO_LEFT_PERSONAL_TABLE,initial_observation_only,4,240194,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,False,True,,0,0,,1,6,0.16666666666666666,7,1,1,2,3,0,0,30.215637993999962,29.31075439099982,,,0.0
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r00,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,0,240205,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,21.334747650000054,20.1770097430001,0.13880778399993687,,0.0
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r01,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,1,240206,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,20.75572185199985,19.645598771999857,0.15850872399983018,,0.0
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r02,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,2,240207,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,26.476219939999964,25.309893369999372,0.15846639200003665,,0.0
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r03,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,3,240208,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,18.637293696999905,17.5807812810001,0.12098931099990295,,0.0
living_room__I2_NO_PERSONAL_TABLES__fixed_full_inspection__r04,living_room,I2_NO_PERSONAL_TABLES,fixed_full_inspection,4,240209,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,22.056685548999894,20.950713800999665,0.15881536400002005,,0.0
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r00,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,0,240200,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,20.455680196999992,19.216002304000085,0.16037047300005725,,0.0
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r01,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,1,240201,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,28.426388537999856,27.292222399999673,0.11755088799986879,,0.0
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r02,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,2,240202,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,20.45990180800004,19.334439551000287,0.12720656900000904,,0.0
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r03,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,3,240203,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,1,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,15.753075846999991,14.538182689999985,0.16089343299995562,,0.011693183000033969
living_room__I2_NO_PERSONAL_TABLES__initial_observation_only__r04,living_room,I2_NO_PERSONAL_TABLES,initial_observation_only,4,240204,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'remote_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,3,3,1,1,1,2,,False,False,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,19.111276223999994,18.05941593500029,0.12070230300014373,,0.0
living_room__I3_NO_TABLES__fixed_full_inspection__r00,living_room,I3_NO_TABLES,fixed_full_inspection,0,240215,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,17.789836398000034,16.574047954000207,0.16304516799982594,,0.011426329000187252
living_room__I3_NO_TABLES__fixed_full_inspection__r01,living_room,I3_NO_TABLES,fixed_full_inspection,1,240216,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,13.291629662000105,12.160982171000114,0.12597509700003684,,0.009281469999905312
living_room__I3_NO_TABLES__fixed_full_inspection__r02,living_room,I3_NO_TABLES,fixed_full_inspection,2,240217,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,14.275761053999986,13.143210143000033,0.1180747609998889,,0.009616997999955856
living_room__I3_NO_TABLES__fixed_full_inspection__r03,living_room,I3_NO_TABLES,fixed_full_inspection,3,240218,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,17.241883370000096,16.024997744999837,0.15953818100001627,,0.011753851999856124
living_room__I3_NO_TABLES__fixed_full_inspection__r04,living_room,I3_NO_TABLES,fixed_full_inspection,4,240219,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,14.816463008000028,13.562455731,0.15830719399991722,,0.010572517999889897
living_room__I3_NO_TABLES__initial_observation_only__r00,living_room,I3_NO_TABLES,initial_observation_only,0,240210,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,14.205958196999973,13.007270757000015,0.12499990000014805,,0.009148991000074602
living_room__I3_NO_TABLES__initial_observation_only__r01,living_room,I3_NO_TABLES,initial_observation_only,1,240211,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,14.015341013000125,12.867867395000076,0.12090040400016733,,0.008480659000042579
living_room__I3_NO_TABLES__initial_observation_only__r02,living_room,I3_NO_TABLES,initial_observation_only,2,240212,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,16.935521906000076,15.721307932000173,0.16058962700003576,,0.011618679000093834
living_room__I3_NO_TABLES__initial_observation_only__r03,living_room,I3_NO_TABLES,initial_observation_only,3,240213,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,14.802006913000014,13.581827335999833,0.16144110599998385,,0.01148644099998819
living_room__I3_NO_TABLES__initial_observation_only__r04,living_room,I3_NO_TABLES,initial_observation_only,4,240214,4532495142b7a365d8bdba43f1776ab798818a28,BENCHMARK_FAILURE,False,PLAN_FOUND,,,,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,0,,1,0,1,0,0,False,False,False,False,0,5,0.0,1,6,0.16666666666666666,3,1,1,1,0,0,,13.278498282999863,12.177699689000065,0.12239170900011231,,0.00914880000004814
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r00,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,0,240225,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,24.42351795600007,21.97484784400035,,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r01,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,1,240226,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,22.248123536999856,19.67926730299996,,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r02,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,2,240227,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,32.49500332000002,29.751479567999922,,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r03,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,3,240228,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,21.619590476999974,19.121223697000232,,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__fixed_full_inspection__r04,workshop,F0_MANUAL_FIRST_ONE_REGION,fixed_full_inspection,4,240229,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,24.293534629000078,21.572580735999964,,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r00,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,0,240220,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,18.727510495999923,10.313941414000055,0.12148635199991986,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r01,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,1,240221,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,32.00398734300006,23.459284819999993,0.12428077200002008,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r02,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,2,240222,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,19.490365184999973,11.035097898000231,0.12189444099999491,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r03,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,3,240223,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,19.962458795999964,11.278690969999616,0.12347458799990818,,0.0
workshop__F0_MANUAL_FIRST_ONE_REGION__initial_observation_only__r04,workshop,F0_MANUAL_FIRST_ONE_REGION,initial_observation_only,4,240224,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,24.370631266000146,15.812502415000381,0.16164392600012434,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r00,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,0,240235,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,24.752358293000043,22.110298443000147,,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r01,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,1,240236,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,20.702186309999888,18.193906018000007,,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r02,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,2,240237,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,19.351131396000028,16.866290267000068,,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r03,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,3,240238,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,21.924899107999863,19.457295234999947,,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__fixed_full_inspection__r04,workshop,F1_POWER_FIRST_ONE_REGION,fixed_full_inspection,4,240239,4532495142b7a365d8bdba43f1776ab798818a28,PREDICTED_INFEASIBLE,False,UNRESOLVED_INVALID_CORRECTION,INVALID_CORRECTION,,corrective response is not a valid replacement PDDL problem,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,,0,0,0,,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,3,0,20.085209216000067,17.602821433999907,,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r00,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,0,240230,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,17.41220516699991,8.971517644999722,0.16298616099993524,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r01,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,1,240231,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,23.00524917000007,14.385552053999845,0.1603650800000196,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r02,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,2,240232,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,20.133324195999876,11.380479347999653,0.12552241499997763,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r03,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,3,240233,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,24.019084921000058,15.440122622000217,0.15895891600007417,,0.0
workshop__F1_POWER_FIRST_ONE_REGION__initial_observation_only__r04,workshop,F1_POWER_FIRST_ONE_REGION,initial_observation_only,4,240234,4532495142b7a365d8bdba43f1776ab798818a28,REFINEMENT_FAILURE,False,UNRESOLVED_REFINEMENT_FAILURE,REFINEMENT,COLLISION,environment collision google:link_finger_tip_right [unnamed robot geom] / workbench [workbench_top_col] (-0.7 cm signed distance),True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,1,1,3,3,3,2,,False,True,True,,0,0,,1,6,0.16666666666666666,8,1,2,2,3,0,0,21.370507245,12.879263344000037,0.12355219300002318,,0.0
workshop__F2_MANUAL_FIRST_TWO_REGIONS__fixed_full_inspection__r00,workshop,F2_MANUAL_FIRST_TWO_REGIONS,fixed_full_inspection,0,240245,4532495142b7a365d8bdba43f1776ab798818a28,IDENTITY_FAILURE,False,UNRESOLVED_IDENTITY_FAILURE,ENTITY_RESOLUTION,ENTITY_RESOLUTION,no class-compatible visible entity is close enough to 'driver_1',True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,0,0,4,4,4,5,,False,True,True,,0,0,,1,6,0.16666666666666666,7,1,2,1,3,3,0,21.48372878300006,18.38469374700003,0.16064871200001107,,0.0
